categoria_id,titulo,precio_compra,img_caratula,sku,precio_intercambio,categoria_str,precio_venta
831,Wii Play (solo juego),2.00,/product_images/Juegos/Wii Juegos/045496362201B_s.jpg,045496362201,3.00,Wii,6.00
831,New Super Mario Bros. Wii,11.00,/product_images/Juegos/Wii Juegos/045496368098_s.jpg,045496368098,15.00,Wii,25.00
831,Wii Sports Resort (Solo Juego),6.00,/product_images/Juegos/Wii Juegos/045496367473_s.jpg,045496367473,9.00,Wii,15.00
831,Super Mario Galaxy,6.00,/product_images/Juegos/Wii Juegos/045496363932_s.jpg,045496363932,9.00,Wii,15.00
831,Super Smash Bros. Brawl,6.00,/product_images/Juegos/Wii Juegos/045496365899_s.jpg,045496365899,9.00,Wii,15.00
831,Legend of Zelda: Twilight Princess,5.00,/product_images/Juegos/Wii Juegos/045496362393_s.jpg,045496362393,7.00,Wii,12.00
831,Super Mario Galaxy 2,9.00,/product_images/Juegos/Wii Juegos/045496368869_s.jpg,045496368869,13.00,Wii,22.00
831,Wii Sports (Solo Juego),2.00,/product_images/Juegos/Wii Juegos/045496362102_s.jpg,045496362102,3.00,Wii,5.00
831,Mario Party 8,8.00,/product_images/Juegos/Wii Juegos/045496362867_s.jpg,045496362867,11.00,Wii,18.00
831,Mario & Sonic en los Juegos Olimpicos,6.00,/product_images/Juegos/Wii Juegos/5060138433625_s.jpg,5060138433625,9.00,Wii,15.00
831,Wii Fit Plus (Solo Juego),2.00,/product_images/Juegos/Wii Juegos/045496367916_s.jpg,045496367916,3.00,Wii,5.00
996,Super Mario 3D World,11.00,/product_images/Juegos/Wii U Juegos/045496332785_s.jpg,045496332785,15.00,Wii U,25.00
996,Splatoon,13.00,/product_images/Juegos/Wii U Juegos/045496334475_s.jpg,045496334475,18.00,Wii U,30.00
996,Mario Kart 8,12.00,/product_images/Juegos/Wii U Juegos/045496333288_s.jpg,045496333288,17.00,Wii U,28.00
996,Super Smash Bros,14.00,/product_images/Juegos/Wii U Juegos/045496333621_s.jpg,045496333621,20.00,Wii U,32.00
996,Nintendo Land,5.00,/product_images/Juegos/Wii U Juegos/045496331085_s.jpg,045496331085,7.00,Wii U,12.00
996,New Super Mario Bros. U,8.00,/product_images/Juegos/Wii U Juegos/045496331207_s.jpg,045496331207,11.00,Wii U,18.00
996,Super Mario Maker,12.00,/product_images/Juegos/Wii U Juegos/045496334987_s.jpg,045496334987,17.00,Wii U,28.00
996,Captain Toad: Treasure Tracker,12.00,/product_images/Juegos/Wii U Juegos/045496333782_s.jpg,045496333782,17.00,Wii U,28.00
996,ZombiU,2.00,/product_images/Juegos/Wii U Juegos/3307215654293_s.jpg,3307215654293,3.00,Wii U,6.00
996,Wii Party U (Solo Juego),8.00,/product_images/Juegos/Wii U Juegos/045496332839_s.jpg,045496332839,11.00,Wii U,18.00
996,Yoshi's Woolly World,13.00,/product_images/Juegos/Wii U Juegos/045496334697_s.jpg,045496334697,18.00,Wii U,30.00
996,Xenoblade Chronicles X,15.00,/product_images/Juegos/Wii U Juegos/045496335090_s.jpg,045496335090,22.00,Wii U,35.00
996,Assassins Creed 3,4.00,/product_images/Juegos/Wii U Juegos/3307215655078_s.jpg,3307215655078,6.00,Wii U,10.00
996,Legend Of Zelda: Wind Waker HD,9.00,/product_images/Juegos/Wii U Juegos/0045496332303_s.jpg,0045496332303,13.00,Wii U,22.00
996,Bayonetta 2,11.00,/product_images/Juegos/Wii U Juegos/045496333713_s.jpg,045496333713,15.00,Wii U,25.00
827,Grand Theft Auto V (5) 2 Disco,9.00,/product_images/Juegos/Xbox 360 Juegos/5026555258098_s.jpg,5026555258098,12.00,Xbox 360,20.00
827,Call Of Duty: Black Ops II,6.00,/product_images/Juegos/Xbox 360 Juegos/5030917111679_s.jpg,5030917111679,9.00,Xbox 360,15.00
827,Grand Theft Auto IV,3.00,/product_images/Juegos/Xbox 360 Juegos/5026555245968_s.jpg,5026555245968,5.00,Xbox 360,8.00
827,Call Of Duty: Modern Warfare 3,3.00,/product_images/Juegos/Xbox 360 Juegos/5030917096891_s.jpg,5030917096891,5.00,Xbox 360,8.00
827,Gears of War 2,1.80,/product_images/Juegos/Xbox 360 Juegos/882224721141_s.jpg,882224721141,2.00,Xbox 360,4.00
827,Gears of War 3,2.00,/product_images/Juegos/Xbox 360 Juegos/0885370309607_s.jpg,0885370309607,3.00,Xbox 360,6.00
827,FIFA 14,2.00,/product_images/Juegos/Xbox 360 Juegos/5030949111104_s.jpg,5030949111104,3.00,Xbox 360,5.00
827,Aliens: Colonial Marines,2.00,/product_images/Juegos/Xbox 360 Juegos/5055277018246_s.jpg,5055277018246,3.00,Xbox 360,6.00
827,Call Of Duty: Ghosts *2 Disc*,4.00,/product_images/Juegos/Xbox 360 Juegos/5030917125911_s.jpg,5030917125911,6.00,Xbox 360,10.00
827,Resident Evil 6 *2 Disc*,3.00,/product_images/Juegos/Xbox 360 Juegos/5055060963852_s.jpg,5055060963852,5.00,Xbox 360,8.00
827,Gears of War,0.80,/product_images/Juegos/Xbox 360 Juegos/882224260145_s.jpg,882224260145,1.30,Xbox 360,3.50
827,Assassins Creed: Hermandad,3.00,/product_images/Juegos/Xbox 360 Juegos/3307217927234_s.jpg,3307217927234,5.00,Xbox 360,8.00
827,Halo 3,0.70,/product_images/Juegos/Xbox 360 Juegos/882224482479_s.jpg,882224482479,1.10,Xbox 360,3.00
827,Call Of Duty: Black Ops,5.00,/product_images/Juegos/Xbox 360 Juegos/5030917085864_s.jpg,5030917085864,7.00,Xbox 360,12.00
1002,Resident Evil 7: Biohazard,30.00,/product_images/Juegos/Xbox One Juegos/5055060965924_s.jpg,5055060965924,37.00,Xbox One,55.00
1002,Grand Theft Auto V (5),18.00,/product_images/Juegos/Xbox One Juegos/5026555284127_s.jpg,5026555284127,26.00,Xbox One,42.00
1002,Dead Rising 3,8.00,/product_images/Juegos/Xbox One Juegos/85370663983_s.jpg,85370663983,11.00,Xbox One,18.00
1002,Gears of War 4,15.00,/product_images/Juegos/Xbox One Juegos/0889842121575_s.jpg,0889842121575,22.00,Xbox One,35.00
1002,Dead Rising 4,18.00,/product_images/Juegos/Xbox One Juegos/889842148671_s.jpg,889842148671,25.00,Xbox One,40.00
1002,FIFA 17,23.00,/product_images/Juegos/Xbox One Juegos/5030937116425_s.jpg,5030937116425,28.00,Xbox One,42.00
1002,Far Cry 4,6.00,/product_images/Juegos/Xbox One Juegos/3307215794722_s.jpg,3307215794722,9.00,Xbox One,15.00
1002,Ryse: Son Of Rome,9.00,/product_images/Juegos/Xbox One Juegos/885370662221_s.jpg,885370662221,12.00,Xbox One,20.00
1002,Halo 5: Guardians,9.00,/product_images/Juegos/Xbox One Juegos/885370929669_s.jpg,885370929669,12.00,Xbox One,20.00
1002,Battlefield 1,20.00,/product_images/Juegos/Xbox One Juegos/5035228113763_s.jpg,5035228113763,28.00,Xbox One,45.00
1002,Forza Motorsport 5,8.00,/product_images/Juegos/Xbox One Juegos/885370662023_s.jpg,885370662023,11.00,Xbox One,18.00
1002,Doom (2016),9.00,/product_images/Juegos/Xbox One Juegos/5055856403524_s.jpg,5055856403524,12.00,Xbox One,20.00
1002,Watch Dogs,4.00,/product_images/Juegos/Xbox One Juegos/3307215733134_s.jpg,3307215733134,6.00,Xbox One,10.00
1002,Fallout 4,11.00,/product_images/Juegos/Xbox One Juegos/5055856406396_s.jpg,5055856406396,15.00,Xbox One,25.00
1002,Call Of Duty: Advanced Warfare,3.00,/product_images/Juegos/Xbox One Juegos/5030917147791_s.jpg,5030917147791,5.00,Xbox One,15.00
1001,Star Wars: Battlefront,11.00,/product_images/Juegos/PS4 Juegos/5030934121637_s.jpg,5030934121637,15.00,PlayStation 4,25.00
1001,Watch Dogs,6.00,/product_images/Juegos/PS4 Juegos/3307215732939_s.jpg,3307215732939,9.00,PlayStation 4,15.00
1001,Far Cry Primal,14.00,/product_images/Juegos/PS4 Juegos/3307215938782_s.jpg,3307215938782,20.00,PlayStation 4,32.00
1001,Far Cry 4,8.00,/product_images/Juegos/PS4 Juegos/3307215793633_s.jpg,3307215793633,11.00,PlayStation 4,18.00
1001,Metal Gear Solid V: The Phantom Pain,9.00,/product_images/Juegos/PS4 Juegos/4012927100417_s.jpg,4012927100417,12.00,PlayStation 4,20.00
1001,Fallout 4,14.00,/product_images/Juegos/PS4 Juegos/5055856406242_s.jpg,5055856406242,20.00,PlayStation 4,32.00
1001,Batman: Arkham Knight,11.00,/product_images/Juegos/PS4 Juegos/5051893179637_s.jpg,5051893179637,15.00,PlayStation 4,25.00
1001,Nioh,45.00,/product_images/Juegos/PS4 Juegos/711719817963_s.jpg,711719817963,50.00,PlayStation 4,65.00
1001,"Last of Us, The - Remastered",15.00,/product_images/Juegos/PS4 Juegos/711719407515_s.jpg,711719407515,22.00,PlayStation 4,35.00
1001,Call Of Duty: Advanced Warfare,6.00,/product_images/Juegos/PS4 Juegos/5030917148019_s.jpg,5030917148019,9.00,PlayStation 4,25.00
1001,Overwatch,24.00,/product_images/Juegos/PS4 Juegos/5030917188893_s.jpg,5030917188893,34.00,PlayStation 4,55.00
1001,Doom (2016),9.00,/product_images/Juegos/PS4 Juegos/5055856403418_s.jpg,5055856403418,13.00,PlayStation 4,22.00
1001,"Last Guardian, The",15.00,/product_images/Juegos/PS4 Juegos/711719838951_s.jpg,711719838951,22.00,PlayStation 4,35.00
1001,Witcher 3: Wild Hunt,14.00,/product_images/Juegos/PS4 Juegos/3391891979016_s.jpg,3391891979016,20.00,PlayStation 4,32.00
1001,Killzone: Shadow Fall,5.00,/product_images/Juegos/PS4 Juegos/711719275473_s.jpg,711719275473,7.00,PlayStation 4,12.00
1001,Pro Evolution Soccer 2017,18.00,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,4012927102336,26.00,PlayStation 4,42.00
1001,FIFA 15,0.90,/product_images/Juegos/PS4 Juegos/5030947112387_s.jpg,5030947112387,1.80,PlayStation 4,6.00
1001,Assassin's Creed 4: Black Flag,9.00,/product_images/Juegos/PS4 Juegos/3307215715239_s.jpg,3307215715239,12.00,PlayStation 4,20.00
1001,Minecraft,17.00,/product_images/Juegos/PS4 Juegos/711719439912_s.jpg,711719439912,24.00,PlayStation 4,38.00
1001,Battlefield 4,9.00,/product_images/Juegos/PS4 Juegos/5030936111346_s.jpg,5030936111346,13.00,PlayStation 4,22.00
1001,Little Big Planet 3,11.00,/product_images/Juegos/PS4 Juegos/711719446019_s.jpg,711719446019,15.00,PlayStation 4,25.00
1001,Dishonored 2 (Sin DLC),15.00,/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,5055856410706,22.00,PlayStation 4,35.00
1001,For Honor (No DLC),45.00,/product_images/Juegos/PS4 Juegos/3307215914946_s.jpg,3307215914946,50.00,PlayStation 4,65.00
1001,Uncharted: The Nathan Drake Collection,15.00,/product_images/Juegos/PS4 Juegos/711719866534_s.jpg,711719866534,22.00,PlayStation 4,35.00
1001,Kingdom Hearts HD 2.8 Final Chapter Prologue,29.00,/product_images/Juegos/PS4 Juegos/5021290072022_s.jpg,5021290072022,35.00,PlayStation 4,52.00
1001,Until Dawn,13.00,/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,711719874737,18.00,PlayStation 4,30.00
1001,Titanfall 2,14.00,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,5030932116925,20.00,PlayStation 4,32.00
1001,"Tierra-Media, La: Sombras De Mordor",11.00,/product_images/Juegos/PS4 Juegos/5051893165128_s.jpg,5051893165128,15.00,PlayStation 4,25.00
1001,DriveClub,9.00,/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,711719277071,13.00,PlayStation 4,22.00
1001,God of War 3 - Remasterizado,11.00,/product_images/Juegos/PS4 Juegos/711719843337_s.jpg,711719843337,15.00,PlayStation 4,25.00
1001,Rainbow Six: Siege,18.00,/product_images/Juegos/PS4 Juegos/3307215889121_s.jpg,3307215889121,26.00,PlayStation 4,42.00
1001,Just Cause 3,15.00,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,5021290069459,22.00,PlayStation 4,35.00
1001,InFamous Second Son,9.00,/product_images/Juegos/PS4 Juegos/0711719278870_s.jpg,0711719278870,13.00,PlayStation 4,22.00
1001,Dragon Ball Xenoverse 2,24.00,/product_images/Juegos/PS4 Juegos/3391891990097_s.jpg,3391891990097,34.00,PlayStation 4,55.00
1001,Homefront: The Revolution,6.00,/product_images/Juegos/PS4 Juegos/4020628868550_s.jpg,4020628868550,9.00,PlayStation 4,15.00
1001,"Evil Within, The",9.00,/product_images/Juegos/PS4 Juegos/093155149007_s.jpg,093155149007,13.00,PlayStation 4,22.00
1001,Dark Souls III,21.00,/product_images/Juegos/PS4 Juegos/3391891987332_s.jpg,3391891987332,30.00,PlayStation 4,48.00
1001,Battlefield Hardline,8.00,/product_images/Juegos/PS4 Juegos/5030946112425_s.jpg,5030946112425,11.00,PlayStation 4,18.00
1001,NBA 2K16,4.00,/product_images/Juegos/PS4 Juegos/5026555421256_s.jpg,5026555421256,6.00,PlayStation 4,18.00
1001,Rise of the Tomb Raider,18.00,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,5021290074811,26.00,PlayStation 4,42.00
